10954	Brühl	50.82928	6.90499	t453
10956	Bückeburg	52.26065	9.04939	t454
10958	Büdingen	50.29013	9.1114	t455
10961	Bünde	52.19837	8.58644	t456
10962	Burscheid	51.08468	7.11393	t457
10963	Butzbach	50.43395	8.67122	t458
10964	Castrop-Rauxel	51.55657	7.31155	t459
10966	Coesfeld	51.94349	7.16809	t460
10967	Dachau	48.26	11.43402	t461
10968	Datteln	51.65598	7.3453	t462
10969	Delbrück	51.76503	8.56223	t463
10970	Delmenhorst	53.0511	8.63091	t464
10972	Dieburg	49.89738	8.84613	t465
10973	Dietzenbach	50.00976	8.77783	t466
10974	Dillenburg	50.74114	8.28699	t467
10975	Dinslaken	51.56227	6.7434	t468
10977	Dormagen	51.09683	6.83167	t469
10978	Dorsten	51.66166	6.96514	t470
10980	Drensteinfurt	51.79535	7.73815	t471
10984	Dülmen	51.83149	7.28075	t472
10985	Eckernförde	54.46854	9.83824	t473
10988	Eitorf	50.76667	7.45	t474
10989	Elmshorn	53.74912	9.66176	t475
10990	Elsdorf	50.93739	6.56828	t476
10991	Emden	53.36592	7.20846	t477
10993	Emmendingen	48.12096	7.85359	t478
10995	Engelskirchen	50.98854	7.41391	t479
10997	Erftstadt	50.81481	6.79387	t480
10998	Erkelenz	51.07947	6.31531	t481
10999	Erkrath	51.22235	6.90831	t482
11000	Eschborn	50.14328	8.57111	t483
11001	Eschweiler	50.81854	6.27184	t484
11002	Berlin	52.52437	13.41053	t485
11003	Bielefeld	52.03333	8.53333	t486
11004	Bonn	50.73438	7.09549	t487
11005	Bremen	53.07582	8.80717	t488
11006	Dortmund	51.51494	7.466	t489
11007	Duisburg	51.43247	6.76516	t490
11008	Düsseldorf	51.22319	6.77927	t491
11009	Essen	51.45657	7.01228	t492
11010	Frankfurt am Main	50.11552	8.68417	t493
11011	Freiburg	47.9959	7.85222	t494
11012	Hamburg	53.55073	9.99302	t495
11013	Hannover	52.37052	9.73322	t496
11014	Karlsruhe	49.00937	8.40444	t497
11015	Kassel	51.31667	9.5	t498
11016	Kiel	54.32133	10.13489	t499
11017	Koblenz	50.35357	7.57883	t500
11018	Konstanz	47.66033	9.17582	t501
11019	Köln	50.93333	6.95	t502
11020	Mainz	49.98185	8.28008	t503
11021	Mannheim	49.4891	8.46694	t504
11022	München	48.13743	11.57549	t505
11023	Münster	51.96236	7.62571	t506
11024	Nürnberg	49.45421	11.07752	t507
11025	Regensburg	49.01513	12.10161	t508
11026	Saarbrücken	49.23262	7.00982	t509
11027	Stuttgart	48.78232	9.17702	t510
11028	Ulm	48.39841	9.99155	t511
11029	Würzburg	49.79391	9.95121	t512
11030	Fulda	50.55162	9.67518	t513
11031	Wuppertal	51.25627	7.14816	t514
11032	Gießen	50.58727	8.67554	t515
11033	Heidelberg	49.40768	8.69079	t516
11034	Passau	48.5665	13.43122	t517
11035	Dresden	51.05089	13.73832	t518
11036	Augsburg	48.37154	10.89851	t519
11037	Gelsenkirchen	51.50508	7.09654	t520
11039	Bobingen	48.27091	10.8339	t521
11041	Waiblingen	48.83241	9.31641	t522
11042	Reutlingen	48.49144	9.20427	t523
11043	Tübingen	48.52266	9.05222	t524
11044	Göppingen	48.70354	9.65209	t525
11045	Ravensburg	47.78198	9.61062	t526
11046	Friedrichshafen	47.65689	9.47554	t527
11047	Sigmaringen	48.08829	9.23033	t528
11048	Ludwigsburg	48.89731	9.19161	t529
11049	Schwäbisch Gmünd	48.79947	9.79809	t530
11050	Schwäbisch Hall	49.11127	9.73908	t531
11051	Heilbronn	49.13995	9.22054	t532
11052	Emmerich	51.83933	6.24792	t533
11053	Rottweil	48.16783	8.62719	t534
11054	Hildesheim	52.15077	9.95112	t535
11055	Osnabrück	52.27264	8.0498	t536
11056	Wiesbaden	50.08601	8.24435	t537
11057	Ahlen	51.76338	7.8887	t538
11059	Wolfenbüttel	52.16442	10.54095	t539
11062	Mülheim	51.43218	6.87967	t540
11063	Müllheim	47.8082	7.63035	t541
11064	Paderborn	51.71905	8.75439	t542
11065	Detmold	51.93855	8.87318	t543
11066	Krefeld	51.33645	6.55381	t544
11067	Bamberg	49.89873	10.90067	t545
11068	Saarlouis	49.31366	6.75154	t546
11072	Rottenburg	48.47629	8.93528	t547
11075	Hamminkeln	51.73262	6.59031	t548
11076	Remscheid	51.17983	7.1925	t549
11077	Hagen	51.36081	7.47168	t550
11078	Salzgitter	52.15705	10.4154	t551
11079	Darmstadt	49.87167	8.65027	t552
11080	Herrenberg	48.59523	8.86648	t553
11081	Fürth	49.47593	10.98856	t554
11082	Waldshut-Tiengen	47.62323	8.21717	t555
11083	Tuttlingen	47.98464	8.8177	t556
11084	Bergkamen	51.61633	7.64451	t557
11085	Hof	50.31297	11.91261	t558
11086	Albstadt	48.21644	9.02596	t559
11087	Plettenberg	51.20949	7.87261	t560
11088	Worms	49.63278	8.35916	t561
11089	Halle (Saale)	51.48158	11.97947	t562
11090	Lemgo	52.02786	8.89901	t563
11094	Ludwigshafen am Rhein	49.48121	8.44641	t564
11095	Bocholt	51.83879	6.61531	t565
11096	Bautzen	51.18035	14.43494	t566
11097	Weimar	50.9803	11.32903	t567
11098	Radevormwald	51.20219	7.36027	t568
11099	Chemnitz	50.8357	12.92922	t569
11100	Leipzig	51.33962	12.37129	t570
11101	Lüneburg	53.25122	10.41548	t571
11102	Siegen	50.87481	8.02431	t572
11103	Hemmingen	52.31425	9.72359	t573
11105	Göttingen	51.53443	9.93228	t574
11106	Ansbach	49.30481	10.5931	t575
11107	Schweinfurt	50.04937	10.22175	t576
11108	Ingolstadt	48.76508	11.42372	t577
11111	Calw	48.71419	8.74031	t578
11114	Gronau	52.21099	7.02238	t579
11115	Donauwörth	48.71804	10.7793	t580
11116	Bremerhaven	53.55357	8.57553	t581
11117	Lübeck	53.86893	10.68729	t582
11118	Flensburg	54.78805	9.43722	t583
11119	Pforzheim	48.88436	8.69892	t584
11120	Balingen	48.27525	8.85464	t585
11121	Esslingen	48.73961	9.30473	t586
11122	Düren	50.80434	6.49299	t587
11123	Kehl	48.57297	7.81523	t588
11124	Wetzlar	50.56109	8.50495	t589
11125	Trier	49.75565	6.63935	t590
11126	Bochum	51.48165	7.21648	t591
11127	Hamm	51.68033	7.82089	t592
11128	Mönchengladbach	51.18539	6.44172	t593
11129	Cuxhaven	53.86828	8.69902	t594
16705	Oberhausen	51.47805	6.8625	t595
16733	Wernigerode	51.83652	10.78216	t596
16754	Braunschweig	52.26594	10.52673	t597
16759	Schramberg	48.22399	8.38583	t598
16760	Weil der Stadt	48.74953	8.87176	t599
